text,body_len,punct%,cap_count,has_link,clean_text,label
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,106,3.3,0,0,loan purpose bad credit tenant welcome noworriesloanscom 08717111821,spam
i dnt wnt to tlk wid u,22,0.0,0,0,dnt wnt tlk wid u,ham
Send me yetty's number pls.,27,8.7,0,0,send yettys number pls,ham
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",160,7.87,0,0,hello boytoy home constant thought love hope have nice visit not wait till come home kiss,ham
Enjoy urself tmr...,19,17.65,0,0,enjoy urself tmr,ham
"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",133,9.43,1,0,auction round 4 high bid å£54 maximum bid å£71 bid send bid e g 10 bid å£10 83383 good luck,spam
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",97,3.9,1,0,k fyi m parent place south tampa need deal,ham
Thts god's gift for birds as humans hav some natural gift frm god..,67,5.45,0,0,tht god gift bird human hav natural gift frm god,ham
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",179,2.1,0,0,up 3days ship company take 2wks way usps take week get lag bribe nipost stuff,ham
Oh ho. Is this the first time u use these type of words,55,2.33,0,0,oh ho time u use type word,ham
Is there coming friday is leave for pongal?do you get any news from your work place.,84,2.9,0,0,come friday leave pongaldo news work place,ham
So how many days since then?,28,4.35,0,0,day,ham
Dad says hurry the hell up,26,0.0,0,0,dad say hurry hell,ham
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,134,8.41,0,0,yar lor wait 4 mum 2 finish sch lunch lor morning stay home clean room room clean hee,ham
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,154,9.17,0,0,happy baby alright job hope fine send kiss smile sea kiss kiss,ham
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,156,19.4,8,0,dorothykiefercom bank granite issue strongbuy explosive pick member 300 nasdaq symbol cdgt 500,spam
* Will be september by then!,28,8.7,0,0,september,ham
Sounds great! Im going to sleep now. Have a good night!,55,6.67,0,0,sound great m go sleep good night,ham
"Jay told me already, will do",28,4.35,0,0,jay tell,ham
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,203,5.23,0,0,reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei netno ticket availablei want book ticket tackle,ham
True. Its easier with her here.,31,7.69,0,0,true easy,ham
U dun say so early hor... U c already then say...,49,15.38,0,0,u dun early hor u c,ham
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",161,9.09,0,0,wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std text,spam
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",79,4.55,0,0,sorry m get feel bad totally reject kinda thing,ham
I think it's all still in my car,32,4.0,0,0,think car,ham
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",134,10.09,0,0,waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi will nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai,ham
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",143,5.08,6,0,mobile 10 mth update late cameravideo phone free ur number extra free minstexts text yes,spam
Stupid auto correct on my phone,31,0.0,0,0,stupid auto correct phone,ham
Some of them told accenture is not confirm. Is it true.,55,4.44,0,0,tell accenture confirm true,ham
* Will have two more cartons off u and is very pleased with shelves,67,1.85,0,0,carton u pleased shelf,ham
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,86,8.33,0,0,hmmmy uncle inform s pay school directly pls buy food,ham
Huh y lei...,12,30.0,0,0,huh y lei,ham
I love to wine and dine my lady!,32,4.0,0,0,love wine dine lady,ham
get ready to moan and scream :),31,8.0,0,0,ready moan scream,ham
Taka lor. Wat time u wan 2 come n look 4 us?,44,6.06,0,0,taka lor wat time u wan 2 come n look 4,ham
Dont kick coco when he's down,29,4.17,0,0,not kick coco s,ham
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",147,6.84,0,0,love brother time talk english grin hey muhommad penny say hello sea,ham
I'm also came to room.,22,11.11,0,0,m come room,ham
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",297,5.15,0,0,hop send message rent not reserve completely go loan need hop balance way till mid march hope pay,ham
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",155,4.55,2,0,review fantastic nokia ngage game deck club nokia 2 unsubscribe alert reply word,spam
I've not sent it. He can send me.,33,11.54,0,0,ve send send,ham
Beauty sleep can help ur pimples too.,37,3.23,0,0,beauty sleep help ur pimple,ham
Please CALL 08712402578 immediately as there is an urgent message waiting for you,81,0.0,1,0,08712402578 immediately urgent message wait,spam
O we cant see if we can join denis and mina? Or does denis want alone time,74,1.72,0,0,o not join denis mina deni want time,ham
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,159,5.19,1,1,message important information o2 user today lucky day 2 find log fantastic surprise await,spam
But i have to. I like to have love and arrange.,47,5.41,0,0,like love arrange,ham
"I call you later, don't have network. If urgnt, sms me.",55,11.11,0,0,later not network urgnt sm,ham
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118,4.85,0,0,hope enjoy new content text stop 61610 unsubscribe help08712400602450p provide tones2youcouk,spam
Kallis is ready for bat in 2nd innings,38,0.0,0,0,kallis ready bat 2nd innings,ham
"Sorry, I'll call later ok bye",29,8.33,0,0,sorry ill later ok bye,ham
Hai priya are you right. What doctor said pa. Where are you.,60,6.12,0,0,hai priya right doctor say pa,ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,7.79,0,0,rajipls favour pls convey birthday wish nimya pls today birthday,ham
Those were my exact intentions,30,0.0,0,0,exact intention,ham
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,153,6.92,0,1,dear voucher holder meal use following link pc 2 enjoy 2 4 1 dining experience,spam
"Sorry, was in the bathroom, sup",31,7.69,0,0,sorry bathroom sup,ham
S now only i took tablets . Reaction morning only.,50,4.88,0,0,s take tablet reaction morning,ham
So gd got free ice cream... I oso wan...,40,18.75,0,0,gd get free ice cream oso wan,ham
Then u drive lor.,17,7.14,0,0,u drive lor,ham
Was it something u ate?,23,5.26,0,0,u eat,ham
My battery is low babe,22,0.0,0,0,battery low babe,ham
"Now, whats your house # again ? And do you have any beer there ?",64,8.0,0,0,s house beer,ham
I.ll hand her my phone to chat wit u,36,3.57,0,0,ill hand phone chat wit u,ham
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",106,2.3,0,0,actually fuck find excuse tampa point january,ham
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,67,17.86,0,0,yup paragon not decide 2 cut hee,ham
How come u got nothing to do?,29,4.35,0,0,come u get,ham
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,82,4.48,0,0,ur change 2 da report big cos ve change 2 da previous report,ham
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",103,2.44,0,0,ill u 2mrw ninish address icky american freek will not stop callin 2 bad jen k eh,ham
Ya had just now.onion roast.,28,8.33,0,0,ya nowonion roast,ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,149,0.0,0,0,try contact reply offer 750 min 150 textand new video phone 08002988890 reply free delivery tomorrow,spam
Many more happy returns of the day. I wish you happy birthday.,62,3.92,0,0,happy return day wish happy birthday,ham
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80,5.0,0,0,hi move in2 pub great 2 c u u cud come,ham
Thats cool! I am a gentleman and will treat you with dignity and respect.,73,3.33,0,0,s cool gentleman treat dignity respect,ham
Poor girl can't go one day lmao,31,4.0,0,0,poor girl not day lmao,ham
Was playng 9 doors game and gt racing on phone lol,50,0.0,0,0,playng 9 door game gt race phone lol,ham
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,80,14.29,0,0,wonder cos dun rem see silver car thk see black,ham
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,58,6.52,0,0,yup wun believe wat u neva c e msg send shuhui,ham
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",63,14.0,0,0,alright bring like min,ham
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,160,3.85,0,0,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokia poly charity poly ze 08701417012 profit 2 charity,spam
I wish u were here. I feel so alone,35,3.7,0,0,wish u feel,ham
Dude im no longer a pisces. Im an aquarius now.,47,5.26,0,0,dude m long pisce m aquarius,ham
Stupid.its not possible,23,4.76,0,0,stupidit possible,ham
Went to ganesh dress shop,25,0.0,0,0,go ganesh dress shop,ham
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,118,1.11,0,0,hey ad crap nite borin ya 2 boggy u boring biatch thanx u wait til nxt time il ave ya,ham
Geeeee ... I love you so much I can barely stand it,51,7.5,0,0,geeeee love barely stand,ham
You've always been the brainy one.,34,6.9,0,0,ve brainy,ham
Hahaha..use your brain dear,27,8.33,0,0,hahahause brain dear,ham
Lol for real. She told my dad I have cancer,43,2.94,0,0,lol real tell dad cancer,ham
"Garbage bags, eggs, jam, bread, hannaford wheat chex",52,8.89,0,0,garbage bag eggs jam bread hannaford wheat chex,ham
Long after I quit. I get on only like 5 minutes a day as it is.,63,4.17,0,0,long quit like 5 minute day,ham
Hello madam how are you ?,25,5.0,0,0,hello madam,ham
it's really getting me down just hanging around.,48,4.88,0,0,get hang,ham
"Haha yeah, 2 oz is kind of a shitload",37,3.45,0,0,haha yeah 2 oz kind shitload,ham
For my family happiness..,25,9.09,0,0,family happiness,ham
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",154,6.98,3,0,chance claim ur å£150 worth discount voucher today text shop 85023 savamob offer mobile t cs savamob pobox84 m263uz å£300 sub 16,spam
Me too baby! I promise to treat you well! I bet you will take good care of me...,80,7.94,0,0,baby promise treat bet good care,ham
How much is blackberry bold2 in nigeria.,40,2.94,0,0,blackberry bold2 nigeria,ham
Hey so whats the plan this sat? ,32,4.0,0,0,hey s plan sit,ham
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,162,1.47,0,0,contact date service enter phone fancy find landline 09111032124 pobox12n146tf150p,spam
"Yeah, probably here for a while",31,3.85,0,0,yeah probably,ham
Pls come quick cant bare this.,30,4.0,0,0,pls come quick not bare,ham
ALSO TELL HIM I SAID HAPPY BIRTHDAY,35,0.0,6,0,tell say happy birthday,ham
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,161,3.79,0,0,os call ubandu run instal hard diskyou use os copy important file system repair shop,ham
Daddy will take good care of you :),35,7.14,0,0,daddy good care,ham
I'm ok. Will do my part tomorrow,32,7.69,0,0,m ok tomorrow,ham
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,149,9.76,0,0,god love limit god grace measure god power boundary u god endless blessing ur life gud ni8,ham
After completed degree. There is no use in joining finance.,59,4.0,0,0,complete degree use join finance,ham
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",175,5.07,0,0,hmmm imagine ve come home have rub foot dinner help ready date sure ready kind life,ham
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,158,6.11,4,0,freeringtone reply real poly eg real1 1 pushbutton 2 dontcha 3 babygoodbye 4 golddigger 5 webeburnin 1st tone free 6 u join å£3wk,spam
Jay is snickering and tells me that x is totally fucking up the chords as we speak,82,0.0,0,0,jay snicker tell x totally fuck chord speak,ham
"I'm back &amp; we're packing the car now, I'll let you know if there's room",75,11.48,0,0,m pack car ill let know s room,ham
Nobody can decide where to eat and dad wants Chinese,52,0.0,0,0,decide eat dad want chinese,ham
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,121,4.17,0,0,real u get yo need 2 ticket jacket m multis,ham
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,133,2.83,0,0,hey hunonbus goin 2 meet want 2go 4a meal donyt feel like cuz 2 bus homebut s sweet latelyxxx,ham
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,96,6.41,0,0,think go reg pract lesson fling advance haha wat time u go,ham
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,104,10.59,0,0,u sleep go haha get spys wat online check n reply mail lor,ham
"Great. I'm in church now, will holla when i get out",51,7.32,0,0,great m church holla,ham
Lol boo I was hoping for a laugh,32,0.0,0,0,lol boo hop laugh,ham
Saw Guys and Dolls last night with Patrick Swayze it was great,62,0.0,0,0,see guy doll night patrick swayze great,ham
Lemme know when you're here,27,4.35,0,0,lemme know,ham
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,150,5.93,0,0,horrible u eat mac eat u forget abt rite u long 2 reply thk toot b4 b prepare wat shall eat,ham
For fear of fainting with the of all that housework you just did? Quick have a cuppa,84,1.47,0,0,fear faint housework quick cuppa,ham
Unni thank you dear for the recharge..Rakhesh,45,5.13,0,0,unni thank dear rechargerakhesh,ham
Ha ha - had popped down to the loo when you hello-ed me. Hello!,63,8.0,0,0,ha ha pop loo helloe hello,ham
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",149,8.4,0,0,hello love go day wish fine babe hope find job prospect miss boytoy teasing kiss,ham
2 and half years i missed your friendship:-),44,8.11,0,0,2 half year miss friendship,ham
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,90,4.0,0,0,yo chad gymnastics class wanna site say christians class,ham
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,5.22,1,0,themob check new selection content game tone gossip babe sport mobile fit funky text wap 82468,spam
"sorry, no, have got few things to do. may be in pub later.",58,8.7,0,0,sorry get thing pub later,ham
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",125,37.27,2,0,helloooo wake sweet morning welcome enjoy day joy gud mrng,ham
How are you enjoying this semester? Take care brother.,54,4.35,0,0,enjoy semester care brother,ham
You have 1 new voicemail. Please call 08719181503,49,2.38,0,0,1 new voicemail 08719181503,spam
Da is good good player.why he is unsold.,40,6.06,0,0,da good good playerwhy unsold,ham
Is ur lecture over?,19,6.25,0,0,ur lecture,ham
", how's things? Just a quick question.",38,12.5,0,0,s thing quick question,ham
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",85,11.76,0,0,get like later feel like,ham
I'm good. Have you registered to vote?,38,9.38,0,0,m good register vote,ham
Your daily text from me ÛÒ a favour this time,46,0.0,1,0,daily text ûò favour time,ham
"Aight, I'll text you when I'm back",34,10.71,0,0,aight ill text m,ham
Tell where you reached,22,0.0,0,0,tell reach,ham
K. I will sent it again,23,5.56,1,0,k sent,ham
I just saw ron burgundy captaining a party boat so yeah,55,0.0,0,0,see ron burgundy captain party boat yeah,ham
"Right on brah, see you later",28,4.35,0,0,right brah later,ham
"K, wait chikku..il send aftr  &lt;#&gt; mins",44,21.62,1,0,k wait chikkuil send aftr min,ham
Want to send me a virtual hug?... I need one,44,11.43,0,0,want send virtual hug need,ham
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",125,5.77,2,0,free ringtone wait collect simply text password mix 85069 verify usher britney fml,spam
Do you know where my lab goggles went,37,0.0,0,0,know lab goggle go,ham
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",117,15.38,0,0,leave class babe come hope nice sleep love,ham
say thanks2. ,13,9.09,0,0,thanks2,ham
His frens go then he in lor. Not alone wif my mum n sis lor.,60,4.35,0,0,fren lor wif mum n sis lor,ham
I will come tomorrow di,23,0.0,0,0,come tomorrow di,ham
"Dude u knw also telugu..thts gud..k, gud nyt..",46,17.95,0,0,dude u knw telugutht gudk gud nyt,ham
U GOIN OUT 2NITE?,17,7.14,3,0,u goin 2nite,ham
Ok... Then r we meeting later?,30,16.0,0,0,ok r meet later,ham
"Ok da, i already planned. I wil pick you.",41,9.09,0,0,ok da plan wil pick,ham
Your dad is back in ph?,23,5.56,0,0,dad ph,ham
Yup next stop.,14,8.33,0,0,yup stop,ham
"alright, I'll make sure the car is back tonight",47,5.13,0,0,alright ill sure car tonight,ham
"Yeah why not, is the gang all ready",35,3.57,0,0,yeah gang ready,ham
Once free call me sir. I am waiting for you.,44,5.71,0,0,free sir wait,ham
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,95,5.26,9,0,thanx 4 2day u r goodmate think ur rite sary asusual1 u cheer love u franyxxxxx,ham
"sorry brah, just finished the last of my exams, what up",55,4.44,0,0,sorry brah finish exam,ham
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157,6.45,4,0,text meet sexy today u find date flirt u join 4 10p reply age eg sam 25 18 msg recdthirtyeight pence,spam
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",112,4.44,0,0,mum hope have great day hop text meet life great day abiola,ham
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,273,8.04,0,0,mean calculation unit school expensive start practice accent important decide 4years dental school ll nmde exam,ham
I am on the way to tirupur.,27,4.76,0,0,way tirupur,ham
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,106,2.38,0,0,good time nice bit different weekend change ya soon,ham
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",162,3.01,3,0,fantasy football tv sky gamestar sky active play å£250k dream team scoring start saturday register nowsky opt 88088,spam
Thanks for understanding. I've been trying to tell sura that.,61,5.77,0,0,thank understanding ve try tell sura,ham
"K, can that happen tonight?",27,8.7,1,0,k happen tonight,ham
"Sounds good, keep me posted",27,4.35,0,0,sound good post,ham
"Sir, I need AXIS BANK account no and bank address.",50,4.88,2,0,sir need axis bank account bank address,ham
I dled 3d its very imp,22,0.0,0,0,dle 3d imp,ham
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,162,2.96,1,0,congratulation u claim 2 vip row ticket 2 c blu concert november blu gift guarantee 09061104276 claim tsc costå£375max,spam
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,146,4.27,0,0,not work oh ok goodnight ill fix ready time wake dearly miss good night sleep,ham
Shall i get my pouch?,21,5.88,0,0,shall pouch,ham
Yes I know the cheesy songs from frosty the snowman :),54,4.55,0,0,yes know cheesy song frosty snowman,ham
"Tonight? Yeah, I'd be down for that",35,10.34,0,0,tonight yeah d,ham
No message..no responce..what happend?,38,14.29,0,0,messageno responcewhat happend,ham
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",107,2.33,0,0,not think secure lemme know want drive south chill,ham
Wanna do some art?! :D,22,16.67,1,0,wanna art d,ham
This is my number by vivek..,28,8.7,0,0,number vivek,ham
Please da call me any mistake from my side sorry da. Pls da goto doctor.,72,3.45,0,0,da mistake sorry da pls da goto doctor,ham
Then mum's repent how?,22,10.53,0,0,mum repent,ham
"Sir Goodmorning, Once free call me.",35,6.67,0,0,sir goodmorning free,ham
Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,73,5.08,0,0,thank tesco nice go speak soon,ham
make that 3! 4 fucks sake?! x,29,13.04,0,0,3 4 fuck sake x,ham
"That's what I love to hear :V see you sundayish, then",53,6.98,1,0,s love hear v sundayish,ham
I uploaded mine to Facebook,27,0.0,0,0,upload facebook,ham
Boy you best get yo ass out here quick,38,0.0,0,0,boy well yo ass quick,ham
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,83,12.31,0,0,err cud m go 8 pm not get way contact,ham
No..but heard abt tat..,23,20.0,0,0,nobut hear abt tat,ham
"Hey , is * rite u put åÈ10 evey mnth is that all?",49,8.11,0,0,hey rite u åè10 evey mnth,ham
Thanks  and ! Or bomb and date as my phone wanted to say! ,58,4.55,0,0,thank bomb date phone want,ham
Guess he wants alone time. We could just show up and watch when they do..,73,5.08,0,0,guess want time watch,ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,7.32,1,0,know god create gap finger come fill gap hold hand love,ham
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,71,5.08,0,0,mm entirely sure understand text hey ho weekend,ham
S.s:)i thinl role is like sachin.just standing. Others have to hit.,67,10.53,0,0,ssi thinl role like sachinjust stand hit,ham
R u still working now?,22,5.56,0,0,r u work,ham
Lolnice. I went from a fish to ..water.?,40,15.15,0,0,lolnice go fish water,ham
The basket's gettin full so I might be by tonight,49,2.5,0,0,basket gettin tonight,ham
Will purchase d stuff today and mail to you. Do you have a po box number?,73,3.45,0,0,purchase d stuff today mail po box number,ham
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,50,7.69,0,0,hey congrat 2u2 d luv 2 ve 2 home,ham
Aight well keep me informed,27,0.0,0,0,aight inform,ham
If I get there before you after your ten billion calls and texts so help me god,79,0.0,0,0,billion call text help god,ham
I told that am coming on wednesday.,35,3.45,0,0,tell come wednesday,ham
"Sorry pa, i dont knw who ru pa?",31,8.33,0,0,sorry pa not knw ru pa,ham
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",450,7.04,0,0,boy love gal propsd bt not mind gv lv lttrs bt frnd throw thm d boy decide 2 aproach d gal dt time truck speed d gal wn 2 hit d girld boy run like hell n save ask hw cn u run fast d boy reply boost d secret energy n instantly d girl shout energy n thy live happily 2gthr drinking boost evrydy moral d story hv free msgsd gud ni8,ham
How. Its a little difficult but its a simple way to enter this place,68,1.82,0,0,little difficult simple way enter place,ham
Already am squatting is the new way of walking,46,0.0,0,0,squat new way walk,ham
Hanging out with my brother and his family,42,0.0,0,0,hang brother family,ham
You also didnt get na hi hi hi hi hi,36,0.0,0,0,not na hi hi hi hi hi,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,150,13.82,1,0,wnt buy bmw car urgentlyit vry urgentbut hv shortage lacsthere source arng dis amt lacsthat prob,ham
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,139,8.85,0,0,ha not not read way u not like 2 judgementali save friday pub,ham
I re-met alex nichols from middle school and it turns out he's dealing!,71,5.08,0,0,remet alex nichols middle school turn s deal,ham
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245,2.99,3,0,drama plsi family struggle hot sun strange placeno reason ego go invite actually necessity gowait reppurcussion,ham
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,148,0.88,0,0,hi baby m cruisin girl friend r u 2 hour home s alright fone fone love jenny xxx,ham
I'm always looking for an excuse to be in the city.,51,4.88,0,0,m look excuse city,ham
No. But we'll do medical missions to nigeria,44,5.41,0,0,medical mission nigeria,ham
Ok try to do week end course in coimbatore.,43,2.86,0,0,ok try week end course coimbatore,ham
That is wondar full flim.,25,4.76,0,0,wondar flim,ham
"It's fine, imma get a drink or somethin. Want me to come find you?",66,7.55,0,0,fine imma drink somethin want come find,ham
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,159,2.24,1,0,mobile 11mth update free orange late colour camera mobile unlimited weekend call mobile upd8 freefone 08000839402 2stoptx,spam
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",157,3.31,2,0,sun not come earth send luv ray cloud not come river send luv rain not come meet u send care msg u gud evng,ham
I'm at work. Please call,24,10.0,0,0,m work,ham
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71,7.41,0,0,ok bus come soon come tomorrow,ham
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,68,22.64,0,0,ill sch fr 46 dun haf da book sch home,ham
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,74,11.86,0,0,ok bit ex u well eat smth ill feel guilty,ham
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",131,5.71,7,0,3 free tarot text find love life try 3 free text chance 85555 16 3 free msgs å£150,spam
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",83,5.8,3,0,chance win free bluetooth headset simply reply adp,spam
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,116,4.26,0,0,s good wonder will not hi s smile cop long distance,ham
Hi:)cts employee how are you?,29,12.0,0,0,hict employee,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,144,4.17,0,0,beneath pale moon light think u dream come true goodnite sweet dream,ham
Oh great. I.ll disturb him more so that we can talk.,52,7.14,0,0,oh great ill disturb talk,ham
